nuts3,year,yield_tha
DE21M,2020,19.949835905764346
DE21M,2021,19.096843431699774
DE21M,2022,18.663142771352913
DE21M,2023,16.395404428523552
DE21N,2018,
DE21N,2019,14.767475169485756
DE21N,2020,15.038860964295326
DE21N,2021,16.46484125824982
DE21N,2022,16.968013502390008
DE21N,2023,13.671735229567863
DE225,2018,
DE225,2019,17.245865720220856
DE225,2020,17.295783495927186
DE225,2021,19.585071352410402
DE225,2022,18.137564849690957
DE225,2023,12.115866559407914
DE263,2018,
DE263,2019,8.572004364453555
DE263,2020,7.990638938542783
DE263,2021,16.156014389413116
DE263,2022,5.424751997623209
DE263,2023,3.947745895132647
DE272,2018,
DE272,2019,15.025347338490722
DE272,2020,15.760100137262956
DE272,2021,16.91360252763926
DE272,2022,17.294534874421014
DE272,2023,13.663837122751183
DE273,2018,
DE273,2019,14.168175014943289
DE273,2020,14.165318943899674
DE273,2021,14.908413510292926
DE273,2022,15.641953944039857
DE273,2023,14.1064917303171
DE27A,2018,
DE27A,2019,15.24842139613026
DE27A,2020,16.19821866369393
DE27A,2021,16.44555470486827
DE27A,2022,15.666791842024036
DE27A,2023,15.351332423008065
DE27B,2018,
DE27B,2019,14.140387098879645
DE27B,2020,14.206583416680237
DE27B,2021,15.408102530220193
DE27B,2022,16.119978676250053
DE27B,2023,13.882178738287093
DE27E,2018,
DE27E,2019,13.675955226056459
DE27E,2020,12.406321778046417
DE27E,2021,11.879552065874973
DE27E,2022,14.648704986309156
DE27E,2023,14.967585931147726
DE401,2018,
DE401,2019,6.309137960199126
DE401,2020,9.40787766877071
DE401,2021,8.84545524281136
DE401,2022,3.6306252563570576
DE401,2023,9.193396984529578
DE405,2018,
DE405,2019,5.814642539633395
DE405,2020,7.313372775433689
DE405,2021,9.42277041968194
DE405,2022,4.10700020497691
DE405,2023,6.471868662855841
DE406,2018,
DE406,2019,6.324334680567501
DE406,2020,3.241348321992733
DE406,2021,9.420980019456126
DE406,2022,4.2651286345640855
DE406,2023,6.491205301743191
DE407,2018,
DE407,2019,4.821735082250858
DE407,2020,6.313643664821897
DE407,2021,9.84284267561352
DE407,2022,6.347452737471692
DE407,2023,6.058678455784684
DE408,2018,
DE408,2019,5.293927575685679
DE408,2020,7.699736457508548
DE408,2021,8.598801906811998
DE408,2022,5.356140036495812
DE408,2023,10.153614152685723
DE40A,2018,
DE40A,2019,6.648332335174889
DE40A,2020,8.009692500943055
DE40A,2021,9.596008127303634
DE40A,2022,4.981857588179369
DE40A,2023,8.042028558869836
DE40B,2018,
DE40B,2019,5.551299450507261
DE40B,2020,6.8686143233046355
DE40B,2021,10.068125540512801
DE40B,2022,5.79840495714086
DE40B,2023,6.006062410264953
DE40C,2018,
DE40C,2019,6.828833673332031
DE40C,2020,6.22596981357047
DE40C,2021,8.724979054437926
DE40C,2022,4.405925407351517
DE40C,2023,4.904433003126222
DE40D,2018,
DE40D,2019,6.38733189017832
DE40D,2020,9.257305384490413
DE40D,2021,8.797728016154233
DE40D,2022,6.13441890625715
DE40D,2023,11.999822050233044
DE40E,2018,
DE40E,2019,4.8661701027955715
DE40E,2020,7.762382244700304
DE40E,2021,8.066617064970655
DE40E,2022,3.644782353935571
DE40E,2023,7.927548778810883
DE40F,2018,
DE40F,2019,8.97976415785592
DE40F,2020,8.35202845386061
DE40F,2021,10.29677077690314
DE40F,2022,8.461028233042581
DE40F,2023,13.96623838636907
DE40G,2018,
DE40G,2019,5.868424598165915
DE40G,2020,5.338749982568082
DE40G,2021,9.214691923367223
DE40G,2022,5.912529241991979
DE40G,2023,6.283306046460977
DE40H,2018,
DE40H,2019,5.032345549974507
DE40H,2020,5.78567892525115
DE40H,2021,6.4879049326243745
DE40H,2022,4.315439474582497
DE40H,2023,5.588517079518049
DE803,2018,
DE803,2019,9.816374176221746
DE803,2020,10.473221034102613
DE803,2021,12.376103813347651
DE803,2022,8.986793446094405
DE803,2023,15.254934601475345
DE80L,2018,
DE80L,2019,9.095014853872641
DE80L,2020,12.468268455659498
DE80L,2021,8.237859177412826
DE80L,2022,12.482722993041403
DE80L,2023,13.891865972314278
DE80M,2018,
DE80M,2019,9.091585132023162
DE80M,2020,9.52217598444777
DE80M,2021,12.994521004163811
DE80M,2022,5.745211724170719
DE80M,2023,13.122736642264595
DE937,2018,
DE937,2019,12.052000263591312
DE937,2020,12.85122666935737
DE937,2021,16.38220141403211
DE937,2022,10.515625386427194
DE937,2023,14.060909505694875
DE948,2018,
DE948,2019,9.346087608255155
DE948,2020,13.002704358574942
DE948,2021,17.92618967272001
DE948,2022,9.932056406097468
