nuts3,constraints,lon,lat
ITC20,slope; soil_depth; soil_moisture; frost_damage; gdd,7.387337496955971,45.730254506151375
ITC31,slope,7.807473180789152,43.94636330122141
ITC32,slope,8.28946283493999,44.28126431841029
ITC33,slope; soil_moisture,9.122129648257031,44.46766609018852
ITC34,slope; soil_moisture,9.73129696924038,44.226902730202035
ITC41,soil_moisture,8.7761390832854,45.80465725243638
ITC42,slope; soil_moisture; gdd,9.152463135068682,45.92837562341089
ITC43,slope; soil_moisture; gdd,9.38669274006059,45.902538117815034
ITC44,slope; soil_depth; soil_moisture; frost_damage; gdd,9.911389780027177,46.29728811123721
ITC46,soil_moisture; gdd,9.788682603105023,45.796387995293195
ITC47,frost_damage; gdd,10.311364421229051,45.700881718756655
ITF11,slope; gdd,13.603033361934145,42.103790848370906
ITF12,slope,13.726399862604351,42.64525461702265
ITF21,slope,14.249495187293164,41.649313852471835
ITF48,salinity,16.17124557904185,41.17276549218933
ITF61,slope,16.322975902217454,39.56425662887406
ITF65,slope,16.031348380959393,38.23874282554946
ITG12,slope,13.587024025295872,37.86994201218123
ITG13,slope,14.94195321579274,38.038850138996395
ITG2A,slope,9.514798397937383,39.8959365897519
ITH10,slope; soil_moisture; frost_damage; gdd,11.415190006882844,46.69685672252096
ITH20,slope; soil_depth; soil_moisture; frost_damage; gdd,11.120030069444347,46.13486731876156
ITH32,frost_damage,11.490757677149597,45.67331359235023
ITH33,slope; soil_depth; soil_moisture; frost_damage; gdd,12.167905697853405,46.313547013328126
ITH41,soil_moisture; frost_damage,12.682123817690048,46.10818957630484
ITH42,soil_moisture; frost_damage,13.15830275780723,46.22714874024194
ITH43,soil_moisture,13.502652741748818,45.86353923651356
ITH44,soil_moisture,13.765360411451654,45.690769876195155
ITI11,slope; soil_moisture,10.011059325940488,44.25500985357808
ITI31,slope,12.672378614100227,43.69997811362076
ITI34,slope,13.554685329222206,42.8879403761958
ITI42,slope,12.960100990620944,42.37630371828646
LT001,frost_damage,24.12520417430584,54.22180054340241
