nuts3,year,yield_tha
HR031,2020,17.67364889380116
HR031,2021,14.95158230330449
HR031,2022,6.179830777916517
HR031,2023,16.0852958206463
HR032,2018,
HR032,2019,16.206080263952963
HR032,2020,13.793447717848384
HR032,2021,10.786018149211575
HR032,2022,14.208755055880362
HR032,2023,17.99895560851204
HR033,2018,
HR033,2019,10.640224622480194
HR033,2020,8.989406864319204
HR033,2021,3.1866050643930355
HR033,2022,3.217897742432217
HR033,2023,9.712723171799354
HR034,2018,
HR034,2019,10.393187370504842
HR034,2020,9.40848856678637
HR034,2021,2.0720848085175465
HR034,2022,1.5462355118597957
HR034,2023,10.57125180658709
HR035,2018,
HR035,2019,10.808488028908437
HR035,2020,10.456979934230345
HR035,2021,3.502792081552682
HR035,2022,2.3354125381644297
HR035,2023,11.333976138593705
HR036,2018,
HR036,2019,11.294450579702941
HR036,2020,13.287950117774917
HR036,2021,10.040760523358248
HR036,2022,3.295595673167869
HR036,2023,12.057487337026647
HR037,2018,
HR037,2019,16.229140035449237
HR037,2020,16.916216437181774
HR037,2021,8.944299530729376
HR037,2022,6.430004653083885
HR037,2023,15.509226246028186
ITC13,2018,
ITC13,2019,18.153838553925887
ITC13,2020,20.55683145135397
ITC13,2021,17.662776059188644
ITC13,2022,17.435019033467004
ITC13,2023,20.807962691018464
ITC14,2018,
ITC14,2019,15.548361385117198
ITC14,2020,14.236154168135702
ITC14,2021,15.227541886747535
ITC14,2022,15.503999582436741
